id,title,property_type,price_eur,city,neighborhood,lat,lon,size_sqm,rooms,year_built,floor,max_floor,parking,heating,dist_to_metro_min,dist_to_park_min,description,source_url
1153,House 3 camere Berceni,house,68317,Bucuresti,Berceni,44.42906977134294,26.125197361989734,53,3.0,1973.0,,,yes,gaz,5,14,"Proprietate in zona Berceni, suprafata 53 mp, pret 68317 EUR.",https://example.com/listing/1153
1154,Land  camere Dristor,land,858534,Bucuresti,Dristor,44.407771236514414,26.1946487940586,646,,,,,yes,,16,15,"Proprietate in zona Dristor, suprafata 646 mp, pret 858534 EUR.",https://example.com/listing/1154
1155,House 3 camere Dristor,house,67965,Bucuresti,Dristor,44.426098795117284,26.083904939813053,69,3.0,1972.0,,,yes,termoficare,14,12,"Proprietate in zona Dristor, suprafata 69 mp, pret 67965 EUR.",https://example.com/listing/1155
1156,Land  camere Drumul Taberei,land,840160,Bucuresti,Drumul Taberei,44.42029662094934,26.13078094934288,890,,,,,yes,,10,3,"Proprietate in zona Drumul Taberei, suprafata 890 mp, pret 840160 EUR.",https://example.com/listing/1156
1157,House 1 camere Pipera,house,99540,Bucuresti,Pipera,44.42097345847188,26.14056135310262,84,1.0,1976.0,,,no,gaz,6,5,"Proprietate in zona Pipera, suprafata 84 mp, pret 99540 EUR.",https://example.com/listing/1157
1158,Land  camere Colentina,land,726020,Bucuresti,Colentina,44.43428816299869,26.07553021689744,620,,,,,no,,7,3,"Proprietate in zona Colentina, suprafata 620 mp, pret 726020 EUR.",https://example.com/listing/1158
1159,Apartment 3 camere Militari,apartment,94939,Bucuresti,Militari,44.44438420648944,26.121739458550167,67,3.0,1991.0,5.0,10.0,yes,central,3,3,"Proprietate in zona Militari, suprafata 67 mp, pret 94939 EUR.",https://example.com/listing/1159
1160,House 4 camere Militari,house,193743,Bucuresti,Militari,44.435954459631475,26.196979801505158,99,4.0,1998.0,,,no,termoficare,6,10,"Proprietate in zona Militari, suprafata 99 mp, pret 193743 EUR.",https://example.com/listing/1160
1161,Land  camere Colentina,land,1516375,Bucuresti,Colentina,44.43579722070856,26.1947836807064,875,,,,,no,,17,5,"Proprietate in zona Colentina, suprafata 875 mp, pret 1516375 EUR.",https://example.com/listing/1161
1162,House 1 camere Dristor,house,92288,Bucuresti,Dristor,44.4480644024097,26.096640721791875,64,1.0,2018.0,,,yes,central,15,6,"Proprietate in zona Dristor, suprafata 64 mp, pret 92288 EUR.",https://example.com/listing/1162
1163,Land  camere Colentina,land,1155510,Bucuresti,Colentina,44.41857968888815,26.195124762494927,666,,,,,no,,20,10,"Proprietate in zona Colentina, suprafata 666 mp, pret 1155510 EUR.",https://example.com/listing/1163
1164,House 1 camere Dristor,house,174440,Bucuresti,Dristor,44.41928610457232,26.075618373593187,98,1.0,1975.0,,,yes,central,14,3,"Proprietate in zona Dristor, suprafata 98 mp, pret 174440 EUR.",https://example.com/listing/1164
1165,Land  camere Titan,land,994160,Bucuresti,Titan,44.41762475982755,26.099710390515806,860,,,,,no,,18,7,"Proprietate in zona Titan, suprafata 860 mp, pret 994160 EUR.",https://example.com/listing/1165
1166,Apartment 3 camere Dorobanti,apartment,113696,Bucuresti,Dorobanti,44.409347801059056,26.167251635546588,76,3.0,1966.0,3.0,10.0,yes,gaz,15,15,"Proprietate in zona Dorobanti, suprafata 76 mp, pret 113696 EUR.",https://example.com/listing/1166
1167,Apartment 1 camere Militari,apartment,203394,Bucuresti,Militari,44.41582545885244,26.16809926072513,109,1.0,1964.0,8.0,10.0,no,gaz,13,5,"Proprietate in zona Militari, suprafata 109 mp, pret 203394 EUR.",https://example.com/listing/1167
1168,House 3 camere Berceni,house,65128,Bucuresti,Berceni,44.434440677300344,26.181079867126986,56,3.0,1988.0,,,yes,central,15,10,"Proprietate in zona Berceni, suprafata 56 mp, pret 65128 EUR.",https://example.com/listing/1168
1169,Land  camere Dristor,land,491672,Bucuresti,Dristor,44.40683574314543,26.185692538062433,328,,,,,yes,,3,13,"Proprietate in zona Dristor, suprafata 328 mp, pret 491672 EUR.",https://example.com/listing/1169
1170,Land  camere Militari,land,364819,Bucuresti,Militari,44.42968749136929,26.14496178844114,247,,,,,yes,,3,14,"Proprietate in zona Militari, suprafata 247 mp, pret 364819 EUR.",https://example.com/listing/1170
1171,House 2 camere Titan,house,148560,Bucuresti,Titan,44.42999257828463,26.150921201732757,80,2.0,1981.0,,,yes,electrica,11,7,"Proprietate in zona Titan, suprafata 80 mp, pret 148560 EUR.",https://example.com/listing/1171
1172,Land  camere Dristor,land,1048658,Bucuresti,Dristor,44.434032027640356,26.09391594443614,689,,,,,no,,8,10,"Proprietate in zona Dristor, suprafata 689 mp, pret 1048658 EUR.",https://example.com/listing/1172
1173,House 4 camere Colentina,house,95841,Bucuresti,Colentina,44.44405391223292,26.13678802466455,69,4.0,1967.0,,,yes,central,19,4,"Proprietate in zona Colentina, suprafata 69 mp, pret 95841 EUR.",https://example.com/listing/1173
1174,Land  camere Drumul Taberei,land,989676,Bucuresti,Drumul Taberei,44.43978088958198,26.13167160014351,743,,,,,yes,,17,5,"Proprietate in zona Drumul Taberei, suprafata 743 mp, pret 989676 EUR.",https://example.com/listing/1174
1175,Apartment 1 camere Drumul Taberei,apartment,96162,Bucuresti,Drumul Taberei,44.44389944113481,26.127885548403825,62,1.0,2008.0,0.0,10.0,yes,gaz,7,5,"Proprietate in zona Drumul Taberei, suprafata 62 mp, pret 96162 EUR.",https://example.com/listing/1175
1176,Apartment 4 camere Dorobanti,apartment,66490,Bucuresti,Dorobanti,44.423825470999006,26.18191955381819,61,4.0,2013.0,0.0,10.0,no,gaz,4,2,"Proprietate in zona Dorobanti, suprafata 61 mp, pret 66490 EUR.",https://example.com/listing/1176
1177,Apartment 1 camere Dristor,apartment,83928,Bucuresti,Dristor,44.40528880514287,26.111364011872247,78,1.0,1987.0,10.0,10.0,no,termoficare,17,3,"Proprietate in zona Dristor, suprafata 78 mp, pret 83928 EUR.",https://example.com/listing/1177
1178,Land  camere Colentina,land,1452000,Bucuresti,Colentina,44.43155571789688,26.071892087913547,968,,,,,no,,13,5,"Proprietate in zona Colentina, suprafata 968 mp, pret 1452000 EUR.",https://example.com/listing/1178
1179,House 2 camere Drumul Taberei,house,122968,Bucuresti,Drumul Taberei,44.405026154677216,26.11577873975782,76,2.0,2015.0,,,no,electrica,4,9,"Proprietate in zona Drumul Taberei, suprafata 76 mp, pret 122968 EUR.",https://example.com/listing/1179
1180,Apartment 4 camere Colentina,apartment,127504,Bucuresti,Colentina,44.44605644145582,26.079822379174008,104,4.0,1996.0,0.0,10.0,yes,electrica,3,9,"Proprietate in zona Colentina, suprafata 104 mp, pret 127504 EUR.",https://example.com/listing/1180
1181,House 4 camere Pipera,house,138670,Bucuresti,Pipera,44.411062847309296,26.175474494963705,70,4.0,2007.0,,,yes,gaz,12,15,"Proprietate in zona Pipera, suprafata 70 mp, pret 138670 EUR.",https://example.com/listing/1181
1182,Land  camere Berceni,land,1504549,Bucuresti,Berceni,44.42728771524053,26.14859958592774,841,,,,,yes,,5,5,"Proprietate in zona Berceni, suprafata 841 mp, pret 1504549 EUR.",https://example.com/listing/1182
1183,House 1 camere Drumul Taberei,house,178839,Bucuresti,Drumul Taberei,44.44505692840891,26.12110061349671,93,1.0,2009.0,,,yes,electrica,10,11,"Proprietate in zona Drumul Taberei, suprafata 93 mp, pret 178839 EUR.",https://example.com/listing/1183
1184,Land  camere Pipera,land,913932,Bucuresti,Pipera,44.401256802287236,26.19848920726286,479,,,,,no,,19,9,"Proprietate in zona Pipera, suprafata 479 mp, pret 913932 EUR.",https://example.com/listing/1184
1185,House 1 camere Berceni,house,85560,Bucuresti,Berceni,44.42678448763513,26.175390996577228,62,1.0,1992.0,,,no,gaz,16,12,"Proprietate in zona Berceni, suprafata 62 mp, pret 85560 EUR.",https://example.com/listing/1185
1186,Apartment 4 camere Drumul Taberei,apartment,95928,Bucuresti,Drumul Taberei,44.44920149943209,26.10895652874337,56,4.0,1965.0,8.0,10.0,yes,central,15,2,"Proprietate in zona Drumul Taberei, suprafata 56 mp, pret 95928 EUR.",https://example.com/listing/1186
1187,House 2 camere Dorobanti,house,96225,Bucuresti,Dorobanti,44.41494008548409,26.058770181477268,75,2.0,1960.0,,,no,electrica,18,4,"Proprietate in zona Dorobanti, suprafata 75 mp, pret 96225 EUR.",https://example.com/listing/1187
1188,Apartment 2 camere Pipera,apartment,64215,Bucuresti,Pipera,44.40690399787347,26.19418637028536,45,2.0,1985.0,0.0,10.0,yes,gaz,17,8,"Proprietate in zona Pipera, suprafata 45 mp, pret 64215 EUR.",https://example.com/listing/1188
1189,Land  camere Titan,land,1615707,Bucuresti,Titan,44.42285422415038,26.129809533152713,981,,,,,no,,18,15,"Proprietate in zona Titan, suprafata 981 mp, pret 1615707 EUR.",https://example.com/listing/1189
1190,Apartment 1 camere Dorobanti,apartment,50764,Bucuresti,Dorobanti,44.43862974639811,26.095096189518873,49,1.0,1985.0,2.0,10.0,no,central,8,5,"Proprietate in zona Dorobanti, suprafata 49 mp, pret 50764 EUR.",https://example.com/listing/1190
1191,Apartment 1 camere Berceni,apartment,192816,Bucuresti,Berceni,44.44747941646071,26.07365538556501,104,1.0,1971.0,0.0,10.0,yes,termoficare,12,12,"Proprietate in zona Berceni, suprafata 104 mp, pret 192816 EUR.",https://example.com/listing/1191
1192,House 1 camere Dristor,house,106488,Bucuresti,Dristor,44.4449262404184,26.091027012097655,87,1.0,1962.0,,,yes,termoficare,5,12,"Proprietate in zona Dristor, suprafata 87 mp, pret 106488 EUR.",https://example.com/listing/1192
1193,Apartment 1 camere Berceni,apartment,160380,Bucuresti,Berceni,44.44832211682072,26.131160422948838,99,1.0,1969.0,3.0,10.0,no,gaz,6,9,"Proprietate in zona Berceni, suprafata 99 mp, pret 160380 EUR.",https://example.com/listing/1193
1194,House 4 camere Dristor,house,104465,Bucuresti,Dristor,44.4085105044387,26.143756230501054,85,4.0,1977.0,,,no,central,4,14,"Proprietate in zona Dristor, suprafata 85 mp, pret 104465 EUR.",https://example.com/listing/1194
1195,Apartment 2 camere Dorobanti,apartment,149431,Bucuresti,Dorobanti,44.44125814191953,26.186371473538387,89,2.0,1967.0,6.0,10.0,yes,termoficare,3,12,"Proprietate in zona Dorobanti, suprafata 89 mp, pret 149431 EUR.",https://example.com/listing/1195
1196,Land  camere Dorobanti,land,320256,Bucuresti,Dorobanti,44.41659272667614,26.09839102928382,256,,,,,no,,8,15,"Proprietate in zona Dorobanti, suprafata 256 mp, pret 320256 EUR.",https://example.com/listing/1196
1197,House 2 camere Militari,house,60804,Bucuresti,Militari,44.416384722412104,26.11357880347599,54,2.0,1996.0,,,yes,gaz,15,2,"Proprietate in zona Militari, suprafata 54 mp, pret 60804 EUR.",https://example.com/listing/1197
1198,House 3 camere Militari,house,69135,Bucuresti,Militari,44.43260831848262,26.163827299052308,55,3.0,1976.0,,,yes,gaz,5,10,"Proprietate in zona Militari, suprafata 55 mp, pret 69135 EUR.",https://example.com/listing/1198
1199,Apartment 1 camere Berceni,apartment,77658,Bucuresti,Berceni,44.4345631254559,26.125833073450348,43,1.0,1961.0,8.0,10.0,no,electrica,10,10,"Proprietate in zona Berceni, suprafata 43 mp, pret 77658 EUR.",https://example.com/listing/1199
1200,Apartment 2 camere Dristor,apartment,109824,Bucuresti,Dristor,44.42586153413063,26.17771005199454,78,2.0,2023.0,8.0,10.0,no,termoficare,12,4,"Proprietate in zona Dristor, suprafata 78 mp, pret 109824 EUR.",https://example.com/listing/1200
1201,Apartment 3 camere Berceni,apartment,171003,Bucuresti,Berceni,44.40640485670382,26.097184722908796,119,3.0,1981.0,4.0,10.0,yes,central,15,15,"Proprietate in zona Berceni, suprafata 119 mp, pret 171003 EUR.",https://example.com/listing/1201
1202,Apartment 1 camere Pipera,apartment,193100,Bucuresti,Pipera,44.406030670201815,26.070407910066134,100,1.0,1967.0,9.0,10.0,yes,central,19,5,"Proprietate in zona Pipera, suprafata 100 mp, pret 193100 EUR.",https://example.com/listing/1202
1203,Land  camere Berceni,land,326653,Bucuresti,Berceni,44.43382780183696,26.105518239393742,227,,,,,yes,,19,11,"Proprietate in zona Berceni, suprafata 227 mp, pret 326653 EUR.",https://example.com/listing/1203
1204,Apartment 1 camere Berceni,apartment,129225,Bucuresti,Berceni,44.44691064601046,26.159997450392765,75,1.0,1985.0,0.0,10.0,no,central,4,4,"Proprietate in zona Berceni, suprafata 75 mp, pret 129225 EUR.",https://example.com/listing/1204
1205,Land  camere Drumul Taberei,land,727420,Bucuresti,Drumul Taberei,44.400068934283425,26.08288154113843,370,,,,,no,,20,2,"Proprietate in zona Drumul Taberei, suprafata 370 mp, pret 727420 EUR.",https://example.com/listing/1205
1206,Apartment 4 camere Titan,apartment,128898,Bucuresti,Titan,44.42262069860122,26.061247587722686,93,4.0,1989.0,0.0,10.0,yes,gaz,5,11,"Proprietate in zona Titan, suprafata 93 mp, pret 128898 EUR.",https://example.com/listing/1206
1207,Land  camere Titan,land,1753638,Bucuresti,Titan,44.43086367498485,26.103516302437605,993,,,,,no,,18,12,"Proprietate in zona Titan, suprafata 993 mp, pret 1753638 EUR.",https://example.com/listing/1207
1208,Apartment 4 camere Drumul Taberei,apartment,106704,Bucuresti,Drumul Taberei,44.4408128857852,26.157259635315757,78,4.0,2003.0,10.0,10.0,no,gaz,14,2,"Proprietate in zona Drumul Taberei, suprafata 78 mp, pret 106704 EUR.",https://example.com/listing/1208
1209,House 4 camere Berceni,house,105894,Bucuresti,Berceni,44.43906592740691,26.11497141815983,111,4.0,1964.0,,,no,termoficare,3,15,"Proprietate in zona Berceni, suprafata 111 mp, pret 105894 EUR.",https://example.com/listing/1209
1210,Apartment 1 camere Militari,apartment,85300,Bucuresti,Militari,44.42832650523166,26.14133115655415,50,1.0,1981.0,0.0,10.0,no,gaz,20,9,"Proprietate in zona Militari, suprafata 50 mp, pret 85300 EUR.",https://example.com/listing/1210
1211,House 4 camere Titan,house,136615,Bucuresti,Titan,44.44424580089914,26.1142598224301,89,4.0,1997.0,,,yes,gaz,14,13,"Proprietate in zona Titan, suprafata 89 mp, pret 136615 EUR.",https://example.com/listing/1211
1212,Apartment 3 camere Pipera,apartment,192672,Bucuresti,Pipera,44.401867572457576,26.139438753126502,108,3.0,2011.0,3.0,10.0,no,termoficare,12,2,"Proprietate in zona Pipera, suprafata 108 mp, pret 192672 EUR.",https://example.com/listing/1212
1213,House 1 camere Pipera,house,77280,Bucuresti,Pipera,44.419274283520515,26.180402608004787,70,1.0,1990.0,,,yes,termoficare,8,8,"Proprietate in zona Pipera, suprafata 70 mp, pret 77280 EUR.",https://example.com/listing/1213
1214,House 2 camere Militari,house,157872,Bucuresti,Militari,44.404571664228605,26.158829331336484,92,2.0,2008.0,,,yes,electrica,16,12,"Proprietate in zona Militari, suprafata 92 mp, pret 157872 EUR.",https://example.com/listing/1214
1215,Land  camere Pipera,land,471696,Bucuresti,Pipera,44.43233011376806,26.166911981104533,317,,,,,yes,,10,14,"Proprietate in zona Pipera, suprafata 317 mp, pret 471696 EUR.",https://example.com/listing/1215
1216,Land  camere Dristor,land,320544,Bucuresti,Dristor,44.440411146906854,26.13147002391576,224,,,,,yes,,4,7,"Proprietate in zona Dristor, suprafata 224 mp, pret 320544 EUR.",https://example.com/listing/1216
1217,House 1 camere Titan,house,119939,Bucuresti,Titan,44.42475824733711,26.189361367741185,73,1.0,2008.0,,,yes,termoficare,19,8,"Proprietate in zona Titan, suprafata 73 mp, pret 119939 EUR.",https://example.com/listing/1217
1218,Land  camere Berceni,land,705796,Bucuresti,Berceni,44.41469603739192,26.112188621219804,637,,,,,yes,,7,14,"Proprietate in zona Berceni, suprafata 637 mp, pret 705796 EUR.",https://example.com/listing/1218
1219,Land  camere Drumul Taberei,land,1574724,Bucuresti,Drumul Taberei,44.42944277244265,26.087391786905464,843,,,,,no,,19,10,"Proprietate in zona Drumul Taberei, suprafata 843 mp, pret 1574724 EUR.",https://example.com/listing/1219
1220,Apartment 2 camere Dristor,apartment,174618,Bucuresti,Dristor,44.431183807929635,26.09959608309516,89,2.0,2001.0,1.0,10.0,no,electrica,4,9,"Proprietate in zona Dristor, suprafata 89 mp, pret 174618 EUR.",https://example.com/listing/1220
1221,Apartment 1 camere Drumul Taberei,apartment,113928,Bucuresti,Drumul Taberei,44.4345765006287,26.165432987508957,94,1.0,1972.0,6.0,10.0,no,electrica,16,11,"Proprietate in zona Drumul Taberei, suprafata 94 mp, pret 113928 EUR.",https://example.com/listing/1221
1222,Apartment 4 camere Drumul Taberei,apartment,137238,Bucuresti,Drumul Taberei,44.438938032927794,26.098351526834016,89,4.0,1972.0,0.0,10.0,yes,central,19,15,"Proprietate in zona Drumul Taberei, suprafata 89 mp, pret 137238 EUR.",https://example.com/listing/1222
1223,Land  camere Dristor,land,1312005,Bucuresti,Dristor,44.43141572681437,26.111998106703982,705,,,,,no,,13,12,"Proprietate in zona Dristor, suprafata 705 mp, pret 1312005 EUR.",https://example.com/listing/1223
1224,House 2 camere Berceni,house,121085,Bucuresti,Berceni,44.41005215552087,26.180786180983144,61,2.0,1995.0,,,no,electrica,19,13,"Proprietate in zona Berceni, suprafata 61 mp, pret 121085 EUR.",https://example.com/listing/1224
1225,Apartment 3 camere Pipera,apartment,87425,Bucuresti,Pipera,44.406940421235824,26.127814406232055,65,3.0,2001.0,2.0,10.0,no,termoficare,8,4,"Proprietate in zona Pipera, suprafata 65 mp, pret 87425 EUR.",https://example.com/listing/1225
1226,Land  camere Berceni,land,469994,Bucuresti,Berceni,44.4454914219053,26.077236105552295,413,,,,,yes,,19,3,"Proprietate in zona Berceni, suprafata 413 mp, pret 469994 EUR.",https://example.com/listing/1226
1227,Apartment 4 camere Militari,apartment,227316,Bucuresti,Militari,44.43111986709351,26.193304721029683,114,4.0,1981.0,3.0,10.0,no,central,20,13,"Proprietate in zona Militari, suprafata 114 mp, pret 227316 EUR.",https://example.com/listing/1227
1228,Apartment 4 camere Militari,apartment,173040,Bucuresti,Militari,44.41452129627844,26.193204303316687,103,4.0,2000.0,4.0,10.0,yes,gaz,18,15,"Proprietate in zona Militari, suprafata 103 mp, pret 173040 EUR.",https://example.com/listing/1228
1229,Apartment 2 camere Drumul Taberei,apartment,73476,Bucuresti,Drumul Taberei,44.41191530843962,26.115783245557445,52,2.0,1964.0,7.0,10.0,no,central,6,11,"Proprietate in zona Drumul Taberei, suprafata 52 mp, pret 73476 EUR.",https://example.com/listing/1229
1230,Land  camere Dorobanti,land,481915,Bucuresti,Dorobanti,44.430802543883864,26.134142032611194,281,,,,,yes,,16,10,"Proprietate in zona Dorobanti, suprafata 281 mp, pret 481915 EUR.",https://example.com/listing/1230
1231,House 4 camere Titan,house,111766,Bucuresti,Titan,44.437006756623056,26.1227506975934,94,4.0,2002.0,,,yes,electrica,11,13,"Proprietate in zona Titan, suprafata 94 mp, pret 111766 EUR.",https://example.com/listing/1231
1232,Land  camere Berceni,land,1246644,Bucuresti,Berceni,44.406974130324954,26.132435814274217,873,,,,,no,,7,6,"Proprietate in zona Berceni, suprafata 873 mp, pret 1246644 EUR.",https://example.com/listing/1232
1233,Land  camere Militari,land,735900,Bucuresti,Militari,44.41749887532078,26.08956479779572,669,,,,,no,,17,8,"Proprietate in zona Militari, suprafata 669 mp, pret 735900 EUR.",https://example.com/listing/1233
1234,Apartment 2 camere Berceni,apartment,101321,Bucuresti,Berceni,44.41733690792349,26.08336085566682,61,2.0,1994.0,8.0,10.0,no,gaz,20,9,"Proprietate in zona Berceni, suprafata 61 mp, pret 101321 EUR.",https://example.com/listing/1234
1235,House 4 camere Colentina,house,200158,Bucuresti,Colentina,44.43717533189562,26.138982194372787,119,4.0,1998.0,,,yes,electrica,4,3,"Proprietate in zona Colentina, suprafata 119 mp, pret 200158 EUR.",https://example.com/listing/1235
1236,Apartment 4 camere Colentina,apartment,99738,Bucuresti,Colentina,44.42502810317219,26.130132944796763,54,4.0,1972.0,5.0,10.0,yes,termoficare,14,10,"Proprietate in zona Colentina, suprafata 54 mp, pret 99738 EUR.",https://example.com/listing/1236
1237,Land  camere Dorobanti,land,792275,Bucuresti,Dorobanti,44.42017944127694,26.164719669680302,473,,,,,no,,4,13,"Proprietate in zona Dorobanti, suprafata 473 mp, pret 792275 EUR.",https://example.com/listing/1237
1238,Apartment 1 camere Pipera,apartment,96048,Bucuresti,Pipera,44.43769893977885,26.144823074705577,58,1.0,2007.0,2.0,10.0,yes,gaz,7,4,"Proprietate in zona Pipera, suprafata 58 mp, pret 96048 EUR.",https://example.com/listing/1238
1239,Land  camere Drumul Taberei,land,416157,Bucuresti,Drumul Taberei,44.40987777666231,26.0918770452219,399,,,,,yes,,11,14,"Proprietate in zona Drumul Taberei, suprafata 399 mp, pret 416157 EUR.",https://example.com/listing/1239
1240,Apartment 3 camere Berceni,apartment,103986,Bucuresti,Berceni,44.449385892767324,26.087753952219167,53,3.0,1960.0,2.0,10.0,yes,termoficare,8,11,"Proprietate in zona Berceni, suprafata 53 mp, pret 103986 EUR.",https://example.com/listing/1240
1241,Land  camere Drumul Taberei,land,1574105,Bucuresti,Drumul Taberei,44.41528280017442,26.07880020730477,793,,,,,no,,9,13,"Proprietate in zona Drumul Taberei, suprafata 793 mp, pret 1574105 EUR.",https://example.com/listing/1241
1242,House 2 camere Drumul Taberei,house,88608,Bucuresti,Drumul Taberei,44.412094364357756,26.084895394819295,71,2.0,2013.0,,,no,central,17,3,"Proprietate in zona Drumul Taberei, suprafata 71 mp, pret 88608 EUR.",https://example.com/listing/1242
1243,Apartment 4 camere Berceni,apartment,48547,Bucuresti,Berceni,44.41946922608927,26.199972020733398,43,4.0,2018.0,9.0,10.0,yes,electrica,15,5,"Proprietate in zona Berceni, suprafata 43 mp, pret 48547 EUR.",https://example.com/listing/1243
1244,House 2 camere Dorobanti,house,123876,Bucuresti,Dorobanti,44.434787245474915,26.06639812079322,62,2.0,2003.0,,,no,central,18,13,"Proprietate in zona Dorobanti, suprafata 62 mp, pret 123876 EUR.",https://example.com/listing/1244
1245,Land  camere Militari,land,469742,Bucuresti,Militari,44.40416627666675,26.100257863197978,377,,,,,yes,,13,15,"Proprietate in zona Militari, suprafata 377 mp, pret 469742 EUR.",https://example.com/listing/1245
1246,Apartment 3 camere Berceni,apartment,73395,Bucuresti,Berceni,44.438214537397684,26.078688395531263,45,3.0,1997.0,4.0,10.0,yes,central,8,2,"Proprietate in zona Berceni, suprafata 45 mp, pret 73395 EUR.",https://example.com/listing/1246
1247,House 1 camere Colentina,house,72846,Bucuresti,Colentina,44.41911252683659,26.06090989382506,71,1.0,1961.0,,,yes,termoficare,13,10,"Proprietate in zona Colentina, suprafata 71 mp, pret 72846 EUR.",https://example.com/listing/1247
1248,Apartment 2 camere Dristor,apartment,136452,Bucuresti,Dristor,44.44549424796956,26.0757519458788,83,2.0,1995.0,8.0,10.0,no,gaz,19,4,"Proprietate in zona Dristor, suprafata 83 mp, pret 136452 EUR.",https://example.com/listing/1248
1249,House 2 camere Militari,house,217269,Bucuresti,Militari,44.43343857041183,26.145590036546405,117,2.0,1987.0,,,no,electrica,11,15,"Proprietate in zona Militari, suprafata 117 mp, pret 217269 EUR.",https://example.com/listing/1249
1250,House 3 camere Colentina,house,87769,Bucuresti,Colentina,44.404970324642136,26.17440660868244,79,3.0,1981.0,,,yes,electrica,20,5,"Proprietate in zona Colentina, suprafata 79 mp, pret 87769 EUR.",https://example.com/listing/1250
1251,Land  camere Militari,land,1883115,Bucuresti,Militari,44.413729021704675,26.08184433930637,999,,,,,yes,,14,7,"Proprietate in zona Militari, suprafata 999 mp, pret 1883115 EUR.",https://example.com/listing/1251
1252,Land  camere Dorobanti,land,542298,Bucuresti,Dorobanti,44.42841979925222,26.062941189071548,402,,,,,no,,11,15,"Proprietate in zona Dorobanti, suprafata 402 mp, pret 542298 EUR.",https://example.com/listing/1252
1253,Land  camere Pipera,land,756765,Bucuresti,Pipera,44.428266777801205,26.121084961093565,753,,,,,yes,,20,8,"Proprietate in zona Pipera, suprafata 753 mp, pret 756765 EUR.",https://example.com/listing/1253
1254,Apartment 2 camere Colentina,apartment,105708,Bucuresti,Colentina,44.437005609606416,26.19962642654295,92,2.0,2021.0,0.0,10.0,yes,central,13,15,"Proprietate in zona Colentina, suprafata 92 mp, pret 105708 EUR.",https://example.com/listing/1254
1255,House 4 camere Titan,house,76551,Bucuresti,Titan,44.40914660611631,26.14319960512757,57,4.0,2019.0,,,yes,termoficare,16,10,"Proprietate in zona Titan, suprafata 57 mp, pret 76551 EUR.",https://example.com/listing/1255
1256,Land  camere Drumul Taberei,land,1309581,Bucuresti,Drumul Taberei,44.421921273956606,26.08424351175571,819,,,,,no,,17,6,"Proprietate in zona Drumul Taberei, suprafata 819 mp, pret 1309581 EUR.",https://example.com/listing/1256
1257,Land  camere Dorobanti,land,1371637,Bucuresti,Dorobanti,44.40705379116923,26.076052248838554,797,,,,,yes,,16,5,"Proprietate in zona Dorobanti, suprafata 797 mp, pret 1371637 EUR.",https://example.com/listing/1257
1258,House 2 camere Colentina,house,71958,Bucuresti,Colentina,44.431239803779505,26.186397736693824,67,2.0,1965.0,,,yes,central,18,6,"Proprietate in zona Colentina, suprafata 67 mp, pret 71958 EUR.",https://example.com/listing/1258
1259,Land  camere Drumul Taberei,land,655340,Bucuresti,Drumul Taberei,44.42242344859505,26.18509246631568,434,,,,,no,,7,14,"Proprietate in zona Drumul Taberei, suprafata 434 mp, pret 655340 EUR.",https://example.com/listing/1259
1260,House 4 camere Pipera,house,92664,Bucuresti,Pipera,44.40291140716019,26.169138211316856,72,4.0,1994.0,,,yes,central,19,11,"Proprietate in zona Pipera, suprafata 72 mp, pret 92664 EUR.",https://example.com/listing/1260
1261,Apartment 2 camere Militari,apartment,111520,Bucuresti,Militari,44.413541754909595,26.051718311852238,68,2.0,1994.0,7.0,10.0,yes,central,15,11,"Proprietate in zona Militari, suprafata 68 mp, pret 111520 EUR.",https://example.com/listing/1261
1262,House 1 camere Colentina,house,159246,Bucuresti,Colentina,44.40518652142511,26.168618536466226,81,1.0,2012.0,,,yes,electrica,5,10,"Proprietate in zona Colentina, suprafata 81 mp, pret 159246 EUR.",https://example.com/listing/1262
1263,House 3 camere Berceni,house,161082,Bucuresti,Berceni,44.44570367255142,26.194149708681415,114,3.0,1991.0,,,yes,gaz,12,6,"Proprietate in zona Berceni, suprafata 114 mp, pret 161082 EUR.",https://example.com/listing/1263
1264,Apartment 1 camere Drumul Taberei,apartment,138282,Bucuresti,Drumul Taberei,44.42447432858329,26.16701597494974,114,1.0,2018.0,9.0,10.0,yes,central,12,5,"Proprietate in zona Drumul Taberei, suprafata 114 mp, pret 138282 EUR.",https://example.com/listing/1264
1265,House 3 camere Dristor,house,102207,Bucuresti,Dristor,44.44085214649599,26.127284164369605,93,3.0,2004.0,,,yes,gaz,3,10,"Proprietate in zona Dristor, suprafata 93 mp, pret 102207 EUR.",https://example.com/listing/1265
1266,Land  camere Colentina,land,463554,Bucuresti,Colentina,44.43248143529065,26.192918523253805,283,,,,,yes,,14,12,"Proprietate in zona Colentina, suprafata 283 mp, pret 463554 EUR.",https://example.com/listing/1266
1267,Apartment 3 camere Pipera,apartment,141440,Bucuresti,Pipera,44.4351915625423,26.14520677246354,85,3.0,1989.0,4.0,10.0,yes,termoficare,6,14,"Proprietate in zona Pipera, suprafata 85 mp, pret 141440 EUR.",https://example.com/listing/1267
1268,Apartment 2 camere Militari,apartment,119119,Bucuresti,Militari,44.43460120672064,26.10595389974747,91,2.0,1967.0,3.0,10.0,yes,termoficare,14,3,"Proprietate in zona Militari, suprafata 91 mp, pret 119119 EUR.",https://example.com/listing/1268
