id,title,property_type,price_eur,city,neighborhood,lat,lon,size_sqm,rooms,year_built,floor,max_floor,parking,heating,dist_to_metro_min,dist_to_park_min,description,source_url,price_per_sqm,age,is_new_build,distance_score,text_for_embedding
989,House 4 camere Dristor,house,78705,Bucuresti,Dristor,44.40674126214794,26.1946156966732,45,4.0,2001.0,,,yes,termoficare,12,2,"Proprietate in zona Dristor, suprafata 45 mp, pret 78705 EUR.",https://example.com/listing/989,1749.0,24.0,0,10.0,"house in Dristor, Bucuresti, 45 mp, 4.0 camere, construit in 2001.0. Detalii: Proprietate in zona Dristor, suprafata 45 mp, pret 78705 EUR."
990,Land  camere Titan,land,508071,Bucuresti,Titan,44.407782533142914,26.10727332599854,489,,,,,no,,19,13,"Proprietate in zona Titan, suprafata 489 mp, pret 508071 EUR.",https://example.com/listing/990,1039.0,,0,1.4,"land in Titan, Bucuresti, 489 mp, nan camere, construit in nan. Detalii: Proprietate in zona Titan, suprafata 489 mp, pret 508071 EUR."
991,Land  camere Dorobanti,land,1293008,Bucuresti,Dorobanti,44.40145271102311,26.18257052076977,844,,,,,no,,3,8,"Proprietate in zona Dorobanti, suprafata 844 mp, pret 1293008 EUR.",https://example.com/listing/991,1532.0,,0,13.0,"land in Dorobanti, Bucuresti, 844 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dorobanti, suprafata 844 mp, pret 1293008 EUR."
992,Apartment 3 camere Berceni,apartment,68481,Bucuresti,Berceni,44.42752312001146,26.11518467043954,63,3.0,2007.0,5.0,10.0,no,gaz,3,15,"Proprietate in zona Berceni, suprafata 63 mp, pret 68481 EUR.",https://example.com/listing/992,1087.0,18.0,0,10.2,"apartment in Berceni, Bucuresti, 63 mp, 3.0 camere, construit in 2007.0. Detalii: Proprietate in zona Berceni, suprafata 63 mp, pret 68481 EUR."
993,House 1 camere Drumul Taberei,house,188374,Bucuresti,Drumul Taberei,44.44361589829312,26.178767294675733,97,1.0,2002.0,,,no,gaz,3,14,"Proprietate in zona Drumul Taberei, suprafata 97 mp, pret 188374 EUR.",https://example.com/listing/993,1942.0,23.0,0,10.6,"house in Drumul Taberei, Bucuresti, 97 mp, 1.0 camere, construit in 2002.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 97 mp, pret 188374 EUR."
994,Apartment 1 camere Dorobanti,apartment,121050,Bucuresti,Dorobanti,44.41826662741964,26.165820102414347,90,1.0,2010.0,4.0,10.0,no,gaz,5,3,"Proprietate in zona Dorobanti, suprafata 90 mp, pret 121050 EUR.",https://example.com/listing/994,1345.0,15.0,0,13.8,"apartment in Dorobanti, Bucuresti, 90 mp, 1.0 camere, construit in 2010.0. Detalii: Proprietate in zona Dorobanti, suprafata 90 mp, pret 121050 EUR."
995,House 2 camere Drumul Taberei,house,98285,Bucuresti,Drumul Taberei,44.43879875236349,26.075297219276752,55,2.0,1979.0,,,yes,gaz,8,14,"Proprietate in zona Drumul Taberei, suprafata 55 mp, pret 98285 EUR.",https://example.com/listing/995,1787.0,46.0,0,7.6,"house in Drumul Taberei, Bucuresti, 55 mp, 2.0 camere, construit in 1979.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 55 mp, pret 98285 EUR."
996,Land  camere Drumul Taberei,land,1155355,Bucuresti,Drumul Taberei,44.40372607683559,26.12091971282795,859,,,,,yes,,3,10,"Proprietate in zona Drumul Taberei, suprafata 859 mp, pret 1155355 EUR.",https://example.com/listing/996,1345.0,,0,12.2,"land in Drumul Taberei, Bucuresti, 859 mp, nan camere, construit in nan. Detalii: Proprietate in zona Drumul Taberei, suprafata 859 mp, pret 1155355 EUR."
997,Apartment 3 camere Drumul Taberei,apartment,123904,Bucuresti,Drumul Taberei,44.43960748348243,26.153755188754676,88,3.0,2021.0,7.0,10.0,yes,central,15,3,"Proprietate in zona Drumul Taberei, suprafata 88 mp, pret 123904 EUR.",https://example.com/listing/997,1408.0,4.0,1,7.800000000000001,"apartment in Drumul Taberei, Bucuresti, 88 mp, 3.0 camere, construit in 2021.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 88 mp, pret 123904 EUR."
998,Apartment 2 camere Pipera,apartment,116000,Bucuresti,Pipera,44.41971821915827,26.11315537443118,58,2.0,1984.0,2.0,10.0,no,electrica,19,2,"Proprietate in zona Pipera, suprafata 58 mp, pret 116000 EUR.",https://example.com/listing/998,2000.0,41.0,0,5.8,"apartment in Pipera, Bucuresti, 58 mp, 2.0 camere, construit in 1984.0. Detalii: Proprietate in zona Pipera, suprafata 58 mp, pret 116000 EUR."
999,Apartment 2 camere Dorobanti,apartment,127428,Bucuresti,Dorobanti,44.448185858021766,26.19342038496621,82,2.0,1991.0,10.0,10.0,yes,central,6,9,"Proprietate in zona Dorobanti, suprafata 82 mp, pret 127428 EUR.",https://example.com/listing/999,1554.0,34.0,0,10.8,"apartment in Dorobanti, Bucuresti, 82 mp, 2.0 camere, construit in 1991.0. Detalii: Proprietate in zona Dorobanti, suprafata 82 mp, pret 127428 EUR."
1000,Apartment 2 camere Dristor,apartment,75884,Bucuresti,Dristor,44.41118711466997,26.117496593258767,61,2.0,1989.0,9.0,10.0,yes,gaz,5,15,"Proprietate in zona Dristor, suprafata 61 mp, pret 75884 EUR.",https://example.com/listing/1000,1244.0,36.0,0,9.0,"apartment in Dristor, Bucuresti, 61 mp, 2.0 camere, construit in 1989.0. Detalii: Proprietate in zona Dristor, suprafata 61 mp, pret 75884 EUR."
1001,Apartment 3 camere Titan,apartment,159800,Bucuresti,Titan,44.4402107551807,26.18142431735997,94,3.0,1961.0,3.0,10.0,no,electrica,17,4,"Proprietate in zona Titan, suprafata 94 mp, pret 159800 EUR.",https://example.com/listing/1001,1700.0,64.0,0,6.2,"apartment in Titan, Bucuresti, 94 mp, 3.0 camere, construit in 1961.0. Detalii: Proprietate in zona Titan, suprafata 94 mp, pret 159800 EUR."
1002,Land  camere Dristor,land,658696,Bucuresti,Dristor,44.42414512656233,26.148046467031488,548,,,,,yes,,6,9,"Proprietate in zona Dristor, suprafata 548 mp, pret 658696 EUR.",https://example.com/listing/1002,1202.0,,0,10.8,"land in Dristor, Bucuresti, 548 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dristor, suprafata 548 mp, pret 658696 EUR."
1003,Apartment 3 camere Drumul Taberei,apartment,102068,Bucuresti,Drumul Taberei,44.40959428276913,26.148954814885936,79,3.0,1974.0,2.0,10.0,yes,electrica,17,11,"Proprietate in zona Drumul Taberei, suprafata 79 mp, pret 102068 EUR.",https://example.com/listing/1003,1292.0,51.0,0,3.4,"apartment in Drumul Taberei, Bucuresti, 79 mp, 3.0 camere, construit in 1974.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 79 mp, pret 102068 EUR."
1004,House 4 camere Drumul Taberei,house,82001,Bucuresti,Drumul Taberei,44.417807450012674,26.134168010146773,43,4.0,1999.0,,,no,gaz,10,6,"Proprietate in zona Drumul Taberei, suprafata 43 mp, pret 82001 EUR.",https://example.com/listing/1004,1907.0,26.0,0,9.6,"house in Drumul Taberei, Bucuresti, 43 mp, 4.0 camere, construit in 1999.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 43 mp, pret 82001 EUR."
1005,Land  camere Pipera,land,1700556,Bucuresti,Pipera,44.41302397596649,26.088058086652435,858,,,,,yes,,19,12,"Proprietate in zona Pipera, suprafata 858 mp, pret 1700556 EUR.",https://example.com/listing/1005,1982.0,,0,1.8000000000000003,"land in Pipera, Bucuresti, 858 mp, nan camere, construit in nan. Detalii: Proprietate in zona Pipera, suprafata 858 mp, pret 1700556 EUR."
1006,Land  camere Militari,land,1315248,Bucuresti,Militari,44.43885748541934,26.152997373844865,752,,,,,yes,,9,9,"Proprietate in zona Militari, suprafata 752 mp, pret 1315248 EUR.",https://example.com/listing/1006,1749.0,,0,9.0,"land in Militari, Bucuresti, 752 mp, nan camere, construit in nan. Detalii: Proprietate in zona Militari, suprafata 752 mp, pret 1315248 EUR."
1007,House 4 camere Pipera,house,202975,Bucuresti,Pipera,44.4269293947249,26.078830412310403,115,4.0,1986.0,,,yes,termoficare,4,7,"Proprietate in zona Pipera, suprafata 115 mp, pret 202975 EUR.",https://example.com/listing/1007,1765.0,39.0,0,12.8,"house in Pipera, Bucuresti, 115 mp, 4.0 camere, construit in 1986.0. Detalii: Proprietate in zona Pipera, suprafata 115 mp, pret 202975 EUR."
1008,House 2 camere Dorobanti,house,123851,Bucuresti,Dorobanti,44.40878828172821,26.09974821330458,91,2.0,1964.0,,,yes,termoficare,13,5,"Proprietate in zona Dorobanti, suprafata 91 mp, pret 123851 EUR.",https://example.com/listing/1008,1361.0,61.0,0,8.2,"house in Dorobanti, Bucuresti, 91 mp, 2.0 camere, construit in 1964.0. Detalii: Proprietate in zona Dorobanti, suprafata 91 mp, pret 123851 EUR."
1009,Land  camere Drumul Taberei,land,421830,Bucuresti,Drumul Taberei,44.43585434110033,26.092218878963436,258,,,,,no,,7,15,"Proprietate in zona Drumul Taberei, suprafata 258 mp, pret 421830 EUR.",https://example.com/listing/1009,1635.0,,0,7.8,"land in Drumul Taberei, Bucuresti, 258 mp, nan camere, construit in nan. Detalii: Proprietate in zona Drumul Taberei, suprafata 258 mp, pret 421830 EUR."
1010,House 4 camere Pipera,house,73644,Bucuresti,Pipera,44.43187340470307,26.054103074787143,57,4.0,2003.0,,,no,gaz,20,5,"Proprietate in zona Pipera, suprafata 57 mp, pret 73644 EUR.",https://example.com/listing/1010,1292.0,22.0,0,4.0,"house in Pipera, Bucuresti, 57 mp, 4.0 camere, construit in 2003.0. Detalii: Proprietate in zona Pipera, suprafata 57 mp, pret 73644 EUR."
1011,Apartment 2 camere Militari,apartment,186440,Bucuresti,Militari,44.423782003894125,26.131518638613183,118,2.0,2017.0,3.0,10.0,no,central,19,6,"Proprietate in zona Militari, suprafata 118 mp, pret 186440 EUR.",https://example.com/listing/1011,1580.0,8.0,1,4.2,"apartment in Militari, Bucuresti, 118 mp, 2.0 camere, construit in 2017.0. Detalii: Proprietate in zona Militari, suprafata 118 mp, pret 186440 EUR."
1012,Apartment 3 camere Colentina,apartment,204044,Bucuresti,Colentina,44.430993408473775,26.103939960353923,116,3.0,1994.0,4.0,10.0,yes,gaz,4,11,"Proprietate in zona Colentina, suprafata 116 mp, pret 204044 EUR.",https://example.com/listing/1012,1759.0,31.0,0,11.2,"apartment in Colentina, Bucuresti, 116 mp, 3.0 camere, construit in 1994.0. Detalii: Proprietate in zona Colentina, suprafata 116 mp, pret 204044 EUR."
1013,House 4 camere Militari,house,87120,Bucuresti,Militari,44.43471341747374,26.17094172721765,45,4.0,2022.0,,,yes,central,6,15,"Proprietate in zona Militari, suprafata 45 mp, pret 87120 EUR.",https://example.com/listing/1013,1936.0,3.0,1,8.4,"house in Militari, Bucuresti, 45 mp, 4.0 camere, construit in 2022.0. Detalii: Proprietate in zona Militari, suprafata 45 mp, pret 87120 EUR."
1014,House 1 camere Militari,house,76440,Bucuresti,Militari,44.412541774450446,26.082887365259896,84,1.0,1964.0,,,no,central,20,2,"Proprietate in zona Militari, suprafata 84 mp, pret 76440 EUR.",https://example.com/listing/1014,910.0,61.0,0,5.2,"house in Militari, Bucuresti, 84 mp, 1.0 camere, construit in 1964.0. Detalii: Proprietate in zona Militari, suprafata 84 mp, pret 76440 EUR."
1015,Land  camere Dorobanti,land,671301,Bucuresti,Dorobanti,44.406310314923616,26.135778823520223,423,,,,,yes,,3,15,"Proprietate in zona Dorobanti, suprafata 423 mp, pret 671301 EUR.",https://example.com/listing/1015,1587.0,,0,10.2,"land in Dorobanti, Bucuresti, 423 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dorobanti, suprafata 423 mp, pret 671301 EUR."
1016,Land  camere Titan,land,737995,Bucuresti,Titan,44.42432351945667,26.172429870237004,515,,,,,no,,20,2,"Proprietate in zona Titan, suprafata 515 mp, pret 737995 EUR.",https://example.com/listing/1016,1433.0,,0,5.2,"land in Titan, Bucuresti, 515 mp, nan camere, construit in nan. Detalii: Proprietate in zona Titan, suprafata 515 mp, pret 737995 EUR."
1017,House 1 camere Pipera,house,178497,Bucuresti,Pipera,44.446300686330304,26.11728759076528,99,1.0,1990.0,,,yes,termoficare,10,11,"Proprietate in zona Pipera, suprafata 99 mp, pret 178497 EUR.",https://example.com/listing/1017,1803.0,35.0,0,7.6,"house in Pipera, Bucuresti, 99 mp, 1.0 camere, construit in 1990.0. Detalii: Proprietate in zona Pipera, suprafata 99 mp, pret 178497 EUR."
1018,Apartment 4 camere Militari,apartment,196620,Bucuresti,Militari,44.434398317409865,26.06416623400615,116,4.0,1983.0,7.0,10.0,no,central,12,6,"Proprietate in zona Militari, suprafata 116 mp, pret 196620 EUR.",https://example.com/listing/1018,1695.0,42.0,0,8.4,"apartment in Militari, Bucuresti, 116 mp, 4.0 camere, construit in 1983.0. Detalii: Proprietate in zona Militari, suprafata 116 mp, pret 196620 EUR."
1019,House 4 camere Berceni,house,55685,Bucuresti,Berceni,44.42806008587564,26.163404903710447,43,4.0,1973.0,,,yes,central,16,7,"Proprietate in zona Berceni, suprafata 43 mp, pret 55685 EUR.",https://example.com/listing/1019,1295.0,52.0,0,5.6,"house in Berceni, Bucuresti, 43 mp, 4.0 camere, construit in 1973.0. Detalii: Proprietate in zona Berceni, suprafata 43 mp, pret 55685 EUR."
1020,Land  camere Dorobanti,land,1440450,Bucuresti,Dorobanti,44.44593107370929,26.11813654815049,825,,,,,no,,16,13,"Proprietate in zona Dorobanti, suprafata 825 mp, pret 1440450 EUR.",https://example.com/listing/1020,1746.0,,0,3.2,"land in Dorobanti, Bucuresti, 825 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dorobanti, suprafata 825 mp, pret 1440450 EUR."
1021,House 2 camere Colentina,house,204984,Bucuresti,Colentina,44.405024455257134,26.120044138864884,108,2.0,1986.0,,,yes,termoficare,13,12,"Proprietate in zona Colentina, suprafata 108 mp, pret 204984 EUR.",https://example.com/listing/1021,1898.0,39.0,0,5.4,"house in Colentina, Bucuresti, 108 mp, 2.0 camere, construit in 1986.0. Detalii: Proprietate in zona Colentina, suprafata 108 mp, pret 204984 EUR."
1022,Land  camere Titan,land,1469024,Bucuresti,Titan,44.44999248144366,26.06728427437883,928,,,,,yes,,17,10,"Proprietate in zona Titan, suprafata 928 mp, pret 1469024 EUR.",https://example.com/listing/1022,1583.0,,0,3.8,"land in Titan, Bucuresti, 928 mp, nan camere, construit in nan. Detalii: Proprietate in zona Titan, suprafata 928 mp, pret 1469024 EUR."
1023,Land  camere Dorobanti,land,819000,Bucuresti,Dorobanti,44.41134105765758,26.123598862713745,650,,,,,yes,,5,8,"Proprietate in zona Dorobanti, suprafata 650 mp, pret 819000 EUR.",https://example.com/listing/1023,1260.0,,0,11.8,"land in Dorobanti, Bucuresti, 650 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dorobanti, suprafata 650 mp, pret 819000 EUR."
1024,House 4 camere Titan,house,111097,Bucuresti,Titan,44.43283397826796,26.073519338370083,59,4.0,1994.0,,,no,gaz,19,8,"Proprietate in zona Titan, suprafata 59 mp, pret 111097 EUR.",https://example.com/listing/1024,1883.0,31.0,0,3.4000000000000004,"house in Titan, Bucuresti, 59 mp, 4.0 camere, construit in 1994.0. Detalii: Proprietate in zona Titan, suprafata 59 mp, pret 111097 EUR."
1025,Land  camere Dristor,land,494562,Bucuresti,Dristor,44.41099908834239,26.102079290024044,417,,,,,no,,16,10,"Proprietate in zona Dristor, suprafata 417 mp, pret 494562 EUR.",https://example.com/listing/1025,1186.0,,0,4.4,"land in Dristor, Bucuresti, 417 mp, nan camere, construit in nan. Detalii: Proprietate in zona Dristor, suprafata 417 mp, pret 494562 EUR."
1026,Land  camere Drumul Taberei,land,418912,Bucuresti,Drumul Taberei,44.42150202794769,26.112603688686875,212,,,,,no,,19,15,"Proprietate in zona Drumul Taberei, suprafata 212 mp, pret 418912 EUR.",https://example.com/listing/1026,1976.0,,0,0.6,"land in Drumul Taberei, Bucuresti, 212 mp, nan camere, construit in nan. Detalii: Proprietate in zona Drumul Taberei, suprafata 212 mp, pret 418912 EUR."
1027,House 1 camere Colentina,house,127003,Bucuresti,Colentina,44.405465102086026,26.18370996195617,89,1.0,1966.0,,,no,electrica,3,3,"Proprietate in zona Colentina, suprafata 89 mp, pret 127003 EUR.",https://example.com/listing/1027,1427.0,59.0,0,15.0,"house in Colentina, Bucuresti, 89 mp, 1.0 camere, construit in 1966.0. Detalii: Proprietate in zona Colentina, suprafata 89 mp, pret 127003 EUR."
1028,Apartment 3 camere Militari,apartment,69700,Bucuresti,Militari,44.43720663253888,26.11649668629832,50,3.0,1985.0,3.0,10.0,no,central,15,14,"Proprietate in zona Militari, suprafata 50 mp, pret 69700 EUR.",https://example.com/listing/1028,1394.0,40.0,0,3.4,"apartment in Militari, Bucuresti, 50 mp, 3.0 camere, construit in 1985.0. Detalii: Proprietate in zona Militari, suprafata 50 mp, pret 69700 EUR."
1029,House 2 camere Militari,house,156348,Bucuresti,Militari,44.41515079119254,26.180475232827963,101,2.0,1960.0,,,yes,termoficare,10,13,"Proprietate in zona Militari, suprafata 101 mp, pret 156348 EUR.",https://example.com/listing/1029,1548.0,65.0,0,6.8,"house in Militari, Bucuresti, 101 mp, 2.0 camere, construit in 1960.0. Detalii: Proprietate in zona Militari, suprafata 101 mp, pret 156348 EUR."
1030,House 2 camere Dristor,house,119136,Bucuresti,Dristor,44.41989604051943,26.12452884730343,68,2.0,1963.0,,,yes,termoficare,7,6,"Proprietate in zona Dristor, suprafata 68 mp, pret 119136 EUR.",https://example.com/listing/1030,1752.0,62.0,0,11.4,"house in Dristor, Bucuresti, 68 mp, 2.0 camere, construit in 1963.0. Detalii: Proprietate in zona Dristor, suprafata 68 mp, pret 119136 EUR."
1031,House 2 camere Berceni,house,121870,Bucuresti,Berceni,44.414092055855775,26.104641341491647,70,2.0,1972.0,,,no,electrica,18,9,"Proprietate in zona Berceni, suprafata 70 mp, pret 121870 EUR.",https://example.com/listing/1031,1741.0,53.0,0,3.6000000000000005,"house in Berceni, Bucuresti, 70 mp, 2.0 camere, construit in 1972.0. Detalii: Proprietate in zona Berceni, suprafata 70 mp, pret 121870 EUR."
1032,House 2 camere Militari,house,83448,Bucuresti,Militari,44.426181875905336,26.130465817224465,57,2.0,2003.0,,,yes,termoficare,12,4,"Proprietate in zona Militari, suprafata 57 mp, pret 83448 EUR.",https://example.com/listing/1032,1464.0,22.0,0,9.2,"house in Militari, Bucuresti, 57 mp, 2.0 camere, construit in 2003.0. Detalii: Proprietate in zona Militari, suprafata 57 mp, pret 83448 EUR."
1033,Apartment 1 camere Berceni,apartment,42871,Bucuresti,Berceni,44.41231546750792,26.185953354146427,43,1.0,1976.0,10.0,10.0,yes,central,11,7,"Proprietate in zona Berceni, suprafata 43 mp, pret 42871 EUR.",https://example.com/listing/1033,997.0,49.0,0,8.6,"apartment in Berceni, Bucuresti, 43 mp, 1.0 camere, construit in 1976.0. Detalii: Proprietate in zona Berceni, suprafata 43 mp, pret 42871 EUR."
1034,Land  camere Titan,land,386715,Bucuresti,Titan,44.41468283129516,26.18022084314406,381,,,,,yes,,19,6,"Proprietate in zona Titan, suprafata 381 mp, pret 386715 EUR.",https://example.com/listing/1034,1015.0,,0,4.2,"land in Titan, Bucuresti, 381 mp, nan camere, construit in nan. Detalii: Proprietate in zona Titan, suprafata 381 mp, pret 386715 EUR."
1035,Apartment 4 camere Pipera,apartment,83265,Bucuresti,Pipera,44.42820785124434,26.13885765912271,91,4.0,1987.0,6.0,10.0,no,central,13,9,"Proprietate in zona Pipera, suprafata 91 mp, pret 83265 EUR.",https://example.com/listing/1035,915.0,38.0,0,6.6000000000000005,"apartment in Pipera, Bucuresti, 91 mp, 4.0 camere, construit in 1987.0. Detalii: Proprietate in zona Pipera, suprafata 91 mp, pret 83265 EUR."
1036,Apartment 2 camere Berceni,apartment,96888,Bucuresti,Berceni,44.41064105463611,26.064889515930567,88,2.0,2022.0,1.0,10.0,yes,termoficare,10,13,"Proprietate in zona Berceni, suprafata 88 mp, pret 96888 EUR.",https://example.com/listing/1036,1101.0,3.0,1,6.8,"apartment in Berceni, Bucuresti, 88 mp, 2.0 camere, construit in 2022.0. Detalii: Proprietate in zona Berceni, suprafata 88 mp, pret 96888 EUR."
1037,Apartment 2 camere Militari,apartment,159341,Bucuresti,Militari,44.44161857981919,26.140366962509628,103,2.0,1993.0,3.0,10.0,no,central,5,12,"Proprietate in zona Militari, suprafata 103 mp, pret 159341 EUR.",https://example.com/listing/1037,1547.0,32.0,0,10.2,"apartment in Militari, Bucuresti, 103 mp, 2.0 camere, construit in 1993.0. Detalii: Proprietate in zona Militari, suprafata 103 mp, pret 159341 EUR."
1038,House 2 camere Colentina,house,94696,Bucuresti,Colentina,44.4396510771351,26.087986084732066,76,2.0,1966.0,,,yes,gaz,19,12,"Proprietate in zona Colentina, suprafata 76 mp, pret 94696 EUR.",https://example.com/listing/1038,1246.0,59.0,0,1.8000000000000003,"house in Colentina, Bucuresti, 76 mp, 2.0 camere, construit in 1966.0. Detalii: Proprietate in zona Colentina, suprafata 76 mp, pret 94696 EUR."
1039,Apartment 2 camere Militari,apartment,141865,Bucuresti,Militari,44.41556491046643,26.096489259516677,85,2.0,1995.0,6.0,10.0,no,electrica,6,6,"Proprietate in zona Militari, suprafata 85 mp, pret 141865 EUR.",https://example.com/listing/1039,1669.0,30.0,0,12.0,"apartment in Militari, Bucuresti, 85 mp, 2.0 camere, construit in 1995.0. Detalii: Proprietate in zona Militari, suprafata 85 mp, pret 141865 EUR."
1040,House 2 camere Titan,house,161092,Bucuresti,Titan,44.40767561192437,26.14366107582645,92,2.0,1978.0,,,no,termoficare,14,13,"Proprietate in zona Titan, suprafata 92 mp, pret 161092 EUR.",https://example.com/listing/1040,1751.0,47.0,0,4.3999999999999995,"house in Titan, Bucuresti, 92 mp, 2.0 camere, construit in 1978.0. Detalii: Proprietate in zona Titan, suprafata 92 mp, pret 161092 EUR."
1041,Land  camere Drumul Taberei,land,615264,Bucuresti,Drumul Taberei,44.41416575709606,26.120281783034148,464,,,,,yes,,18,7,"Proprietate in zona Drumul Taberei, suprafata 464 mp, pret 615264 EUR.",https://example.com/listing/1041,1326.0,,0,4.4,"land in Drumul Taberei, Bucuresti, 464 mp, nan camere, construit in nan. Detalii: Proprietate in zona Drumul Taberei, suprafata 464 mp, pret 615264 EUR."
1042,House 1 camere Dorobanti,house,64538,Bucuresti,Dorobanti,44.43430823132048,26.17649525360413,61,1.0,1964.0,,,no,electrica,16,4,"Proprietate in zona Dorobanti, suprafata 61 mp, pret 64538 EUR.",https://example.com/listing/1042,1058.0,61.0,0,6.800000000000001,"house in Dorobanti, Bucuresti, 61 mp, 1.0 camere, construit in 1964.0. Detalii: Proprietate in zona Dorobanti, suprafata 61 mp, pret 64538 EUR."
1043,House 1 camere Militari,house,111644,Bucuresti,Militari,44.44132194201735,26.07463337988995,76,1.0,2010.0,,,no,gaz,7,4,"Proprietate in zona Militari, suprafata 76 mp, pret 111644 EUR.",https://example.com/listing/1043,1469.0,15.0,0,12.2,"house in Militari, Bucuresti, 76 mp, 1.0 camere, construit in 2010.0. Detalii: Proprietate in zona Militari, suprafata 76 mp, pret 111644 EUR."
1044,Land  camere Berceni,land,1080178,Bucuresti,Berceni,44.42718465110828,26.053094532426115,814,,,,,yes,,15,11,"Proprietate in zona Berceni, suprafata 814 mp, pret 1080178 EUR.",https://example.com/listing/1044,1327.0,,0,4.6,"land in Berceni, Bucuresti, 814 mp, nan camere, construit in nan. Detalii: Proprietate in zona Berceni, suprafata 814 mp, pret 1080178 EUR."
1045,Apartment 3 camere Berceni,apartment,93483,Bucuresti,Berceni,44.400797568147176,26.162990752799164,47,3.0,1980.0,4.0,10.0,no,electrica,18,10,"Proprietate in zona Berceni, suprafata 47 mp, pret 93483 EUR.",https://example.com/listing/1045,1989.0,45.0,0,3.2,"apartment in Berceni, Bucuresti, 47 mp, 3.0 camere, construit in 1980.0. Detalii: Proprietate in zona Berceni, suprafata 47 mp, pret 93483 EUR."
1046,Apartment 3 camere Drumul Taberei,apartment,155817,Bucuresti,Drumul Taberei,44.4333874527141,26.109117997327644,87,3.0,1973.0,8.0,10.0,yes,termoficare,8,10,"Proprietate in zona Drumul Taberei, suprafata 87 mp, pret 155817 EUR.",https://example.com/listing/1046,1791.0,52.0,0,9.2,"apartment in Drumul Taberei, Bucuresti, 87 mp, 3.0 camere, construit in 1973.0. Detalii: Proprietate in zona Drumul Taberei, suprafata 87 mp, pret 155817 EUR."
1047,Apartment 1 camere Titan,apartment,109473,Bucuresti,Titan,44.44786953414579,26.11214142447655,91,1.0,2007.0,5.0,10.0,yes,gaz,5,12,"Proprietate in zona Titan, suprafata 91 mp, pret 109473 EUR.",https://example.com/listing/1047,1203.0,18.0,0,10.2,"apartment in Titan, Bucuresti, 91 mp, 1.0 camere, construit in 2007.0. Detalii: Proprietate in zona Titan, suprafata 91 mp, pret 109473 EUR."
1048,Land  camere Titan,land,1133088,Bucuresti,Titan,44.43216357849311,26.150231233945046,592,,,,,yes,,10,5,"Proprietate in zona Titan, suprafata 592 mp, pret 1133088 EUR.",https://example.com/listing/1048,1914.0,,0,10.0,"land in Titan, Bucuresti, 592 mp, nan camere, construit in nan. Detalii: Proprietate in zona Titan, suprafata 592 mp, pret 1133088 EUR."
1049,Land  camere Colentina,land,839826,Bucuresti,Colentina,44.40317424739919,26.071975200907648,481,,,,,yes,,20,4,"Proprietate in zona Colentina, suprafata 481 mp, pret 839826 EUR.",https://example.com/listing/1049,1746.0,,0,4.4,"land in Colentina, Bucuresti, 481 mp, nan camere, construit in nan. Detalii: Proprietate in zona Colentina, suprafata 481 mp, pret 839826 EUR."
1050,House 3 camere Titan,house,198220,Bucuresti,Titan,44.411244240749255,26.19694493342547,110,3.0,1983.0,,,yes,gaz,15,10,"Proprietate in zona Titan, suprafata 110 mp, pret 198220 EUR.",https://example.com/listing/1050,1802.0,42.0,0,5.0,"house in Titan, Bucuresti, 110 mp, 3.0 camere, construit in 1983.0. Detalii: Proprietate in zona Titan, suprafata 110 mp, pret 198220 EUR."
1051,House 2 camere Dristor,house,158364,Bucuresti,Dristor,44.43547946293688,26.16917484887325,106,2.0,2003.0,,,yes,central,14,13,"Proprietate in zona Dristor, suprafata 106 mp, pret 158364 EUR.",https://example.com/listing/1051,1494.0,22.0,0,4.3999999999999995,"house in Dristor, Bucuresti, 106 mp, 2.0 camere, construit in 2003.0. Detalii: Proprietate in zona Dristor, suprafata 106 mp, pret 158364 EUR."
1052,House 3 camere Militari,house,64660,Bucuresti,Militari,44.43747772804951,26.1713068027456,61,3.0,1999.0,,,yes,electrica,20,2,"Proprietate in zona Militari, suprafata 61 mp, pret 64660 EUR.",https://example.com/listing/1052,1060.0,26.0,0,5.2,"house in Militari, Bucuresti, 61 mp, 3.0 camere, construit in 1999.0. Detalii: Proprietate in zona Militari, suprafata 61 mp, pret 64660 EUR."
1053,Apartment 2 camere Dorobanti,apartment,165385,Bucuresti,Dorobanti,44.43816206372,26.15060470801539,97,2.0,2023.0,9.0,10.0,no,termoficare,15,14,"Proprietate in zona Dorobanti, suprafata 97 mp, pret 165385 EUR.",https://example.com/listing/1053,1705.0,2.0,1,3.4,"apartment in Dorobanti, Bucuresti, 97 mp, 2.0 camere, construit in 2023.0. Detalii: Proprietate in zona Dorobanti, suprafata 97 mp, pret 165385 EUR."
